0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.545000 6 17 0
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.330000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.375000 4 11 0
0.000000 0.000000 0.630000 0.000000 0.000000 1.270000 1.270000 0.630000 0.000000 0.000000 0.000000 0.630000 0.000000 0.000000 0.000000 0.000000 0.630000 0.000000 4.450000 3.180000 3.820000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.983000 0.089000 0.000000 3.488000 59 157 1
0.100000 0.200000 1.010000 0.000000 0.800000 0.800000 0.500000 0.000000 0.800000 0.100000 0.300000 0.700000 0.300000 0.000000 1.610000 0.100000 0.000000 1.110000 1.310000 0.200000 0.700000 0.000000 0.600000 0.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200000 0.000000 0.100000 0.100000 0.000000 0.000000 0.000000 0.110000 0.000000 0.490000 0.158000 0.015000 8.550000 669 1351 1
0.510000 0.430000 0.290000 0.000000 0.140000 0.030000 0.000000 0.180000 0.540000 0.620000 0.290000 0.650000 0.650000 1.200000 0.030000 0.210000 0.430000 0.030000 3.000000 0.000000 1.350000 0.000000 0.510000 0.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.030000 0.000000 0.000000 0.000000 0.012000 0.080000 0.000000 0.454000 0.523000 0.136000 6.590000 739 2333 1
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.900000 0.000000 3.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.139000 0.000000 0.559000 0.000000 0.000000 2.900000 28 87 1
1.240000 0.410000 1.240000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.410000 0.000000 0.000000 0.000000 0.410000 0.000000 0.820000 3.730000 0.000000 1.240000 0.000000 0.000000 0.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.410000 0.000000 0.000000 0.000000 0.000000 0.068000 0.000000 0.480000 0.549000 0.000000 3.166000 19 114 1
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.320000 0.000000 0.000000 0.000000 0.000000 0.000000 0.320000 1.280000 0.000000 0.320000 0.000000 0.000000 0.000000 4.480000 3.520000 0.960000 0.960000 0.640000 0.320000 0.320000 0.320000 0.000000 0.320000 0.640000 0.320000 0.320000 0.000000 0.000000 0.320000 0.000000 0.000000 0.320000 0.000000 0.960000 0.000000 0.000000 0.000000 0.264000 0.211000 0.105000 0.052000 0.000000 0.105000 2.258000 15 192 0
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.030000 0.000000 0.000000 0.000000 0.000000 0.171000 0.000000 0.171000 0.342000 0.000000 3.809000 24 80 1
0.000000 0.000000 0.730000 0.000000 0.000000 0.000000 0.000000 0.730000 0.000000 0.000000 0.000000 1.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.940000 4.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.730000 0.000000 0.000000 0.107000 0.000000 0.000000 0.000000 0.000000 1.695000 9 78 0
